ssyk2012_4,year,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pctl_rank_allapps,pctl_rank_stratgames,pctl_rank_videogames,pctl_rank_imgrec,pctl_rank_imgcompr,pctl_rank_imggen,pctl_rank_readcompr,pctl_rank_lngmod,pctl_rank_translat,pctl_rank_speechrec,pctl_rank_genai,ssyk2012_1,ssyk2012_2,ssyk2012_3
"4212 Debt-collectors, pawnbrokers and related workers",2022,31.60912322998047,0.27239319682121277,3.883504629135132,0.44034022092819214,0.18655161559581757,0.7438986897468567,0.3043273091316223,0.9657475352287292,0.05332310125231743,0.576640248298645,2.905590772628784,70.08999633789062,60.63999938964844,14.539999961853027,59.689998626708984,70.33000183105469,64.41999816894531,78.61000061035156,81.68000030517578,87.58999633789062,90.43000030517578,73.4000015258789,4 Administration and customer service clerks,42 Customer services clerk,"421 Croupiers, debt collectors and related workers"
"4212 Debt-collectors, pawnbrokers and related workers",2023,35.88331604003906,0.27239325642585754,3.886475086212158,0.44316065311431885,0.25426992774009705,0.7471799850463867,0.49803030490875244,1.2521036863327026,0.05392017960548401,0.9894613027572632,3.2565133571624756,72.69999694824219,60.63999938964844,14.539999961853027,59.689998626708984,70.33000183105469,64.41999816894531,78.61000061035156,81.68000030517578,87.58999633789062,90.43000030517578,73.87999725341797,4 Administration and customer service clerks,42 Customer services clerk,"421 Croupiers, debt collectors and related workers"
4221 Travel agents and related clerks,2010,0.2765648365020752,0.08436724543571472,,0.027040259912610054,,,,,,0.005050929728895426,,69.62000274658203,66.08000183105469,,66.30999755859375,,,,,,88.7699966430664,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2011,0.4630201756954193,0.16789186000823975,,0.03219527751207352,,,,,,0.010101859457790852,,70.08999633789062,66.08000183105469,,66.30999755859375,,,,,,88.7699966430664,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2012,0.7057774662971497,0.18148161470890045,,0.08277537673711777,,,,0.0006004609167575836,,0.02618788182735443,0.0006004609167575836,72.69999694824219,66.08000183105469,,66.30999755859375,,,,77.19000244140625,,88.7699966430664,77.19000244140625,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2013,3.1470787525177,0.19507136940956116,1.2115966081619263,0.11738207936286926,,,,0.0016781964804977179,,0.042273905128240585,0.0016781964804977179,46.220001220703125,66.08000183105469,28.25,66.30999755859375,,,,77.19000244140625,,88.7699966430664,77.19000244140625,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2014,5.208141326904297,0.20866112411022186,1.932702898979187,0.15347975492477417,,,0.003513436997309327,0.01454476173967123,,0.05393257737159729,0.01454476173967123,47.15999984741211,66.08000183105469,28.25,66.30999755859375,,,71.04000091552734,77.19000244140625,,88.7699966430664,77.19000244140625,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2015,9.379790306091309,0.22346894443035126,2.653809070587158,0.19411848485469818,,0.028134161606431007,0.005903950892388821,0.026337452232837677,0.0039053470827639103,0.2876836955547333,0.0908951535820961,61.81999969482422,66.08000183105469,28.25,66.30999755859375,,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.16999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2016,14.929437637329102,0.2774356007575989,2.85862135887146,0.19839803874492645,0.052666254341602325,0.3643890619277954,0.154603511095047,0.04377775266766548,0.011065433733165264,0.3258170783519745,0.5977237224578857,70.08999633789062,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.4000015258789,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2017,15.543729782104492,0.2792808711528778,2.8771090507507324,0.22093108296394348,0.07266315072774887,0.3644407391548157,0.1588285118341446,0.04686032608151436,0.015979111194610596,0.33924928307533264,0.6016560196876526,70.08999633789062,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.4000015258789,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2018,18.24457550048828,0.27943554520606995,3.2961463928222656,0.2340196669101715,0.07270050793886185,0.4309271275997162,0.16694965958595276,0.1112503632903099,0.02212376892566681,0.37319475412368774,0.8633705973625183,70.56999969482422,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.87999725341797,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2019,23.862564086914062,0.27951666712760925,4.145343780517578,0.30748632550239563,0.07845298945903778,0.4806406795978546,0.2248397320508957,0.1594584435224533,0.04279638081789017,0.44481921195983887,1.0591862201690674,70.80000305175781,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,74.11000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2020,26.760854721069336,0.2795558273792267,4.171395778656006,0.3757944703102112,0.09319676458835602,0.5775284767150879,0.22790499031543732,0.3921498954296112,0.047296617180109024,0.5008103251457214,1.6890156269073486,72.69999694824219,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.16999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2021,29.364765167236328,0.2796454429626465,4.175368309020996,0.4443264305591583,0.16496363282203674,0.7431469559669495,0.24072228372097015,0.47071993350982666,0.04929371550679207,0.5286461114883423,2.1613125801086426,73.63999938964844,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.16999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2022,32.19476318359375,0.27964553236961365,4.187572002410889,0.4591098129749298,0.18812185525894165,0.777024507522583,0.2854610085487366,0.922550618648529,0.05026103928685188,0.5684667229652405,2.8944225311279297,74.81999969482422,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.16999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4221 Travel agents and related clerks,2023,36.36024475097656,0.2796456217765808,4.190774917602539,0.4620504677295685,0.2564101815223694,0.7804518938064575,0.46715566515922546,1.1960983276367188,0.05082382634282112,0.975436270236969,3.2326266765594482,74.81999969482422,66.08000183105469,28.25,66.30999755859375,72.22000122070312,71.75,71.04000091552734,77.19000244140625,82.62000274658203,88.7699966430664,73.63999938964844,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2010,0.30114442110061646,0.09244484454393387,,0.02918846346437931,,,,,,0.0054654828272759914,,82.62000274658203,80.7300033569336,,79.55000305175781,,,,,,93.02999877929688,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2011,0.5045444965362549,0.18396638333797455,,0.034753020852804184,,,,,,0.010930965654551983,,83.0999984741211,80.7300033569336,,79.55000305175781,,,,,,93.02999877929688,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2012,0.767942488193512,0.19885726273059845,,0.08935143053531647,,,,0.000658758741337806,,0.02833724394440651,0.000658758741337806,83.80999755859375,80.7300033569336,,79.55000305175781,,,,86.63999938964844,,93.02999877929688,86.63999938964844,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2013,3.4070515632629395,0.21374815702438354,1.3065509796142578,0.12670744955539703,,,,0.001841129967942834,,0.04574352130293846,0.001841129967942834,70.56999969482422,80.7300033569336,42.20000076293945,79.55000305175781,,,,86.63999938964844,,93.02999877929688,86.63999938964844,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2014,5.6407904624938965,0.22863903641700745,2.0841712951660156,0.1656728833913803,,,0.003901266260072589,0.01595688983798027,,0.05835907533764839,0.01595688983798027,72.45999908447266,80.7300033569336,42.20000076293945,79.55000305175781,,,82.86000061035156,86.63999938964844,,93.02999877929688,86.63999938964844,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2015,10.157862663269043,0.2448645979166031,2.8617916107177734,0.20954014360904694,,0.029987534508109093,0.006555655971169472,0.028894515708088875,0.004321161657571793,0.3112952411174774,0.09827122092247009,83.0999984741211,80.7300033569336,42.20000076293945,79.55000305175781,,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,81.91000366210938,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2016,16.179601669311523,0.303998202085495,3.082655191421509,0.21415968239307404,0.05664000287652016,0.3883936405181885,0.1716693639755249,0.048028070479631424,0.012243605218827724,0.3525584042072296,0.6414124369621277,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,80.5,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2017,16.847042083740234,0.3060201406478882,3.1025917530059814,0.23848286271095276,0.07814569771289825,0.38844871520996094,0.17636072635650635,0.051409926265478134,0.0176804568618536,0.3670930564403534,0.6457124948501587,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,80.5,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2018,19.774765014648438,0.306189626455307,3.554469585418701,0.25261127948760986,0.07818587124347687,0.4593149721622467,0.1853783279657364,0.12205147743225098,0.02447935752570629,0.4038245975971222,0.9287113547325134,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,81.20999908447266,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2019,25.872291564941406,0.3062785267829895,4.470219612121582,0.3319144546985626,0.0843723863363266,0.5123034715652466,0.24965856969356537,0.17494001984596252,0.047353047877550125,0.4813275933265686,1.1404529809951782,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,81.20999908447266,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2020,29.015531539916992,0.3063214421272278,4.4983134269714355,0.405649334192276,0.10022860020399094,0.6155738830566406,0.2530621886253357,0.43022310733795166,0.05233243852853775,0.541914165019989,1.823703408241272,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,81.68000030517578,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2021,31.832746505737305,0.30641961097717285,4.502597332000732,0.47962579131126404,0.17741037905216217,0.7921026349067688,0.267294317483902,0.516421377658844,0.054542176425457,0.5720345377922058,2.3331117630004883,84.27999877929688,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,81.44000244140625,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2022,34.916358947753906,0.3064197301864624,4.515757083892822,0.4955836236476898,0.20231592655181885,0.8282119631767273,0.31697148084640503,1.0121196508407593,0.05561248958110809,0.615123450756073,3.132464647293091,84.5199966430664,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,82.1500015258789,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4222 Customer Service Information Clerks,2023,39.460411071777344,0.30641981959342957,4.519211292266846,0.49875786900520325,0.27575668692588806,0.831865131855011,0.518722414970398,1.3122256994247437,0.05623520165681839,1.0554949045181274,3.5024380683898926,85.93000030517578,80.7300033569336,42.20000076293945,79.55000305175781,80.5,80.7300033569336,82.86000061035156,86.63999938964844,92.31999969482422,93.02999877929688,82.62000274658203,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2010,0.26142507791519165,0.07724960148334503,,0.021483726799488068,,,,,,0.007541930768638849,,60.16999816894531,43.849998474121094,,25.649999618530273,,,,,,99.6500015258789,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2011,0.4440569281578064,0.1537276655435562,,0.025579433888196945,,,,,,0.015083861537277699,,62.290000915527344,43.849998474121094,,25.649999618530273,,,,,,99.6500015258789,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2012,0.6857480406761169,0.16617092490196228,,0.06576577574014664,,,,0.0006111124530434608,,0.03910313546657562,0.0006111124530434608,66.77999877929688,43.849998474121094,,25.649999618530273,,,,78.37000274658203,,99.6500015258789,78.37000274658203,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2013,3.345583438873291,0.17861418426036835,1.3584486246109009,0.09326110035181046,,,,0.0017079657409340143,,0.06312241405248642,0.0017079657409340143,64.88999938964844,43.849998474121094,46.689998626708984,25.649999618530273,,,,78.37000274658203,,99.6500015258789,78.37000274658203,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2014,5.542603969573975,0.19105744361877441,2.166956901550293,0.12194101512432098,,,0.00313085550442338,0.01480277068912983,,0.08053087443113327,0.01480277068912983,66.55000305175781,43.849998474121094,46.689998626708984,25.649999618530273,,,58.97999954223633,78.37000274658203,,99.6500015258789,78.37000274658203,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2015,10.165850639343262,0.2046159952878952,2.9754652976989746,0.15422885119915009,,0.019525617361068726,0.005261064041405916,0.026804650202393532,0.004743505269289017,0.42956259846687317,0.07693707197904587,83.33000183105469,43.849998474121094,46.689998626708984,25.649999618530273,,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,54.02000045776367,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2016,15.385981559753418,0.2540297508239746,3.205101728439331,0.15762899816036224,0.04539111256599426,0.2528925836086273,0.13776858150959015,0.044554322957992554,0.013440274633467197,0.486502468585968,0.4567321836948395,75.7699966430664,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,44.79999923706055,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2017,16.01363754272461,0.2557193338871002,3.225830078125,0.17553170025348663,0.0626256987452507,0.2529284358024597,0.1415335088968277,0.047691576182842255,0.019408516585826874,0.5065591335296631,0.4605759382247925,76.23999786376953,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,44.79999923706055,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2018,18.809795379638672,0.25586095452308655,3.6956570148468018,0.18593069911003113,0.0626579001545906,0.29907119274139404,0.14877034723758698,0.11322382092475891,0.026871930807828903,0.5572457313537598,0.6821945905685425,76.70999908447266,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,47.15999984741211,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2019,24.646272659301758,0.2559352517127991,4.647781848907471,0.24430058896541595,0.06761574745178223,0.3335733115673065,0.20035670697689056,0.16228707134723663,0.051981259137392044,0.6641936898231506,0.8480205535888672,77.9000015258789,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,48.11000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2020,27.480716705322266,0.25597110390663147,4.6769914627075195,0.29857203364372253,0.08032286912202835,0.4008151888847351,0.20308817923069,0.3991062045097351,0.05744732543826103,0.7477983236312866,1.4043827056884766,78.37000274658203,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,52.599998474121094,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2021,29.85036849975586,0.2560531497001648,4.681445598602295,0.3530212938785553,0.14217609167099,0.5157573819160461,0.2145097851753235,0.4790699779987335,0.05987304076552391,0.7893620133399963,1.7909690141677856,76.4800033569336,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,52.130001068115234,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2022,32.65898132324219,0.25605323910713196,4.695127964019775,0.36476680636405945,0.1621353179216385,0.5392690300941467,0.2543768584728241,0.9389156699180603,0.06104796379804611,0.8488213419914246,2.4822187423706055,76.94999694824219,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,56.150001525878906,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4223 Telephonist-switchboard operators,2023,37.21883010864258,0.2560533285140991,4.698719501495361,0.3671031594276428,0.22099049389362335,0.541647732257843,0.4162866175174713,1.2173157930374146,0.06173153966665268,1.4564987421035767,2.814448356628418,77.9000015258789,43.849998474121094,46.689998626708984,25.649999618530273,49.7599983215332,29.90999984741211,58.97999954223633,78.37000274658203,95.62999725341797,99.6500015258789,57.09000015258789,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2010,0.2577348053455353,0.07728990167379379,,0.025384407490491867,,,,,,0.0049509573727846146,,56.619998931884766,44.33000183105469,,57.09000015258789,,,,,,86.16999816894531,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2011,0.4312308728694916,0.1538078635931015,,0.030223749577999115,,,,,,0.009901914745569229,,56.619998931884766,44.33000183105469,,57.09000015258789,,,,,,86.16999816894531,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2012,0.6600061655044556,0.1662576049566269,,0.07770650088787079,,,,0.0005425650742836297,,0.02566954866051674,0.0005425650742836297,59.220001220703125,44.33000183105469,,57.09000015258789,,,,64.41999816894531,,86.16999816894531,64.41999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2013,3.063610553741455,0.17870736122131348,1.2141284942626953,0.11019400507211685,,,,0.0015163865173235536,,0.04143718257546425,0.0015163865173235536,37.939998626708984,44.33000183105469,29.200000762939453,57.09000015258789,,,,64.41999816894531,,86.16999816894531,64.41999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2014,5.064389705657959,0.19115710258483887,1.9367417097091675,0.14408119022846222,,,0.002935857977718115,0.01314237155020237,,0.05286509543657303,0.01314237155020237,38.650001525878906,44.33000183105469,29.200000762939453,57.09000015258789,,,55.439998626708984,64.41999816894531,,86.16999816894531,64.41999816894531,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2015,9.088301658630371,0.20472273230552673,2.6593549251556396,0.1822313368320465,,0.025093447417020798,0.004933391697704792,0.023798024281859398,0.0035284978803247213,0.28198957443237305,0.08158713579177856,51.41999816894531,44.33000183105469,29.200000762939453,57.09000015258789,,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,61.11000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2016,14.19502067565918,0.2541622519493103,2.8645951747894287,0.18624882400035858,0.04918867349624634,0.3250061869621277,0.12918798625469208,0.03955674543976784,0.00999766681343317,0.3193682134151459,0.5347191095352173,60.63999938964844,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,58.97999954223633,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2017,14.77202320098877,0.25585272908210754,2.8831212520599365,0.20740202069282532,0.06786516308784485,0.32505229115486145,0.13271842896938324,0.04234210029244423,0.014437194913625717,0.3325345516204834,0.5382669568061829,61.11000061035156,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,59.220001220703125,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2018,17.333513259887695,0.25599443912506104,3.3030343055725098,0.21968911588191986,0.06790005415678024,0.3843528926372528,0.139504536986351,0.10052371025085449,0.019988922402262688,0.3658081591129303,0.7731963396072388,61.11000061035156,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,59.689998626708984,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2019,22.65839195251465,0.25606876611709595,4.154006481170654,0.28865692019462585,0.0732726976275444,0.4286934435367584,0.18787796795368195,0.14408361911773682,0.03866671770811081,0.43601495027542114,0.9489715099334717,61.349998474121094,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,59.93000030517578,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2020,25.345096588134766,0.25610464811325073,4.180113315582275,0.35278213024139404,0.0870429277420044,0.515109658241272,0.19043931365013123,0.3543391823768616,0.04273270070552826,0.4908978343009949,1.515163540840149,61.58000183105469,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,60.869998931884766,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2021,27.736801147460938,0.25618672370910645,4.184093952178955,0.4171174168586731,0.15407098829746246,0.6628282070159912,0.20114955306053162,0.42533355951309204,0.04453708976507187,0.518182635307312,1.9386385679244995,61.349998474121094,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,61.11000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2022,30.32523536682129,0.2561868131160736,4.196322917938232,0.43099552392959595,0.17570005357265472,0.6930443644523621,0.2385336011648178,0.8335991501808167,0.04541106894612312,0.55721515417099,2.599200963973999,60.400001525878906,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,61.81999969482422,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4224 Hotel receptionists,2023,34.15959930419922,0.25618690252304077,4.199532508850098,0.4337560832500458,0.23947925865650177,0.6961013078689575,0.39035919308662415,1.0807716846466064,0.045919548720121384,0.9561296105384827,2.904392719268799,61.349998474121094,44.33000183105469,29.200000762939453,57.09000015258789,60.16999816894531,55.66999816894531,55.439998626708984,64.41999816894531,67.7300033569336,86.16999816894531,62.77000045776367,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2010,0.2955929636955261,0.08855836093425751,,0.02913021296262741,,,,,,0.005688371602445841,,80.5,71.51000213623047,,79.30999755859375,,,,,,95.62999725341797,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2011,0.4945451021194458,0.176232248544693,,0.03468366339802742,,,,,,0.011376743204891682,,81.20999908447266,71.51000213623047,,79.30999755859375,,,,,,95.62999725341797,,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2012,0.7569109201431274,0.19049710035324097,,0.08917311578989029,,,,0.0006128131644800305,,0.029492869973182678,0.0006128131644800305,82.1500015258789,71.51000213623047,,79.30999755859375,,,,78.61000061035156,,95.62999725341797,78.61000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2013,3.480498790740967,0.20476195216178894,1.3690143823623657,0.12645457684993744,,,,0.0017127192113548517,,0.04760899394750595,0.0017127192113548517,76.23999786376953,71.51000213623047,48.11000061035156,79.30999755859375,,,,78.61000061035156,,95.62999725341797,78.61000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2014,5.7530903816223145,0.21902680397033691,2.1838111877441406,0.16534224152565002,,,0.003485453315079212,0.014843964949250221,,0.060739025473594666,0.014843964949250221,76.4800033569336,71.51000213623047,48.11000061035156,79.30999755859375,,,69.1500015258789,78.61000061035156,,95.62999725341797,78.61000061035156,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2015,10.346784591674805,0.2345702201128006,2.998607635498047,0.209121972322464,,0.028850100934505463,0.0058569274842739105,0.026879247277975082,0.004275040701031685,0.32399022579193115,0.0929969772696495,85.69999694824219,71.51000213623047,48.11000061035156,79.30999755859375,,75.05999755859375,69.1500015258789,78.61000061035156,91.61000061035156,95.62999725341797,76.4800033569336,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2016,16.22534942626953,0.29121777415275574,3.2300302982330322,0.2137322872877121,0.05623608082532883,0.37366175651550293,0.153372123837471,0.04467831552028656,0.012112925760447979,0.3669361472129822,0.6122899055480957,84.75,71.51000213623047,48.11000061035156,79.30999755859375,80.26000213623047,75.05999755859375,69.1500015258789,78.61000061035156,91.61000061035156,95.62999725341797,76.23999786376953,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2017,16.889432907104492,0.2931547164916992,3.250919818878174,0.23800690472126007,0.07758840918540955,0.37371474504470825,0.1575634628534317,0.047824300825595856,0.017491748556494713,0.3820635676383972,0.6163054704666138,84.5199966430664,71.51000213623047,48.11000061035156,79.30999755859375,80.26000213623047,75.05999755859375,69.1500015258789,78.61000061035156,91.61000061035156,95.62999725341797,76.23999786376953,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
4225 Office receptionists,2018,19.81577491760254,0.2933170795440674,3.7244012355804443,0.2521071434020996,0.07762829959392548,0.4418930411338806,0.16561992466449738,0.11353891342878342,0.024218082427978516,0.42029306292533875,0.8840686678886414,84.5199966430664,71.51000213623047,48.11000061035156,79.30999755859375,80.26000213623047,75.05999755859375,69.1500015258789,78.61000061035156,91.61000061035156,95.62999725341797,76.4800033569336,4 Administration and customer service clerks,42 Customer services clerk,422 Client information clerks
